word,complexity_level
сермелу,B1
сеспей қату,B2
сиқыршылық,B2
силлабус,B1
симулятор,B1
сипаттамалық,B2
склероцит,B1
слёт,A2
соғысқұмар,B2
содырлық,B1
соқталдай,B1
солық,A2
сольваттар,B2
сондайлық,B1
сорап,A2
сорғалату,B1
сояу,A2
сөздік,A2
сөзнұсқа,B1
сөтке,A2
специфика,B1
статустық,B1
стехиометрия,B2
стипендиат,B2
субъективтілік,C1
сулану,A2
супероксид,B2
суретшілік,B2
сусабын,B1
сусылдау,B1
суырма,A2
сұлулану,B1
сұстану,B1
сүзгіш,A2
сүйдеу,A2
сүйеулі,B1
сүйірлену,B1
сүмеңдеу,B1
сүр,A1
сүргізу,B1
сүрлену,B1
сферолит,B1
сыбдырсыз,B1
сығыр,A2
сықию,A2
сылп,A2
сымсыз,A2
сынаптай,B1
сын-ескертпе,B2
сын-сықақ,B1
сып-сыпайы,B2
сыпырылу,B1
сырткиім,B1
сіздік,A2
сілімтік,B1
сіреу,A2
сірне,A2
сірі,A2
табиғи-тарихи,C1
тайғақтау,B1
тайғанау,B1
тайлы-тұяқ,B2
тайпақ,A2
тайпалас,B1
тайсақтау,B1
таксономия,B2
тақыстық,B1
талғаулы,B1
талғаусыз,B1
талшыбық,B1
тангенс,B1
тантық,A2
таныру,A2
таңбаланушы,B2
таңқию,A2
тапқыштық,B1
тапсырысшы,B2
таптастыру,B2
тарақша,B1
тарантас,B1
тарихи-рухани,C1
тарлау,A2
тартыншақтау,B2
тасаттық,B1
тасжарған,B1
тасыр,A2
тасырқау,B1
татқызу,B1
татыр,A2
таусоғар,B1
тау-тасты,B1
тәжді,A2
тәк,A1
тәркілену,B1
тебен,A2
тебінгі,B1
тежелу,A2
телефония,B1
телехикая,B1
темір-терсек,B2
теректей,B1
тері-терсек,B2
тиер-тимес,B2
тиіп-қашу,B1
тоғыспалы,B1
тоғысыңқы,B1
тойбасы,B1
тойлық,A2
тойшыл,A2
тойым,A2
токарь,A2
тоқмаш,A2
тоқмейіл,B1
тоқымашылық,B2
толар-толмас,B2
толықтылық,B2
толықша,B1
толымдау,B1
томаға-тұйық,B2
томалақ,B1
торлы,A2
торсию,A2
тоят,A2
төпеу,A2
тракт,A2
транзистор,B2
трилогия,B1
трюк,A2
туралық,B1
тұзақтай,B1
тұлғалас,B1
тұмандану,B1
тұмарша,B1
тұрмақ,A2
тұрпаттау,B1
тұсалу,A2
тұсаулау,B1
тұтқырлық,B1
тұяқсерпер,B2
түздік,A2
түймелеу,B1
түксіз,A2
түлкідей,B1
түпнегіз,B1
түркі-мұсылман,C1
түркітанушы,B2
түркітектес,B2
түрме,A2
түстілік,B1
түсініксіздеу,C1
тығындалу,B1
тықырлауық,B2
тықыршу,B1
тізімдік,B1
тілалғыш,B1
тілдік-танымдық,C1
тілек-бата,B2
тілеулес,B1
тілеулестік,B2
тілше,A2
тіліну,A2
тіркету,B1
тіркеу-есеп,B2
тістеуік,B1
уәделі,A2
уәждемелік,B2
унификация,B2
урандық,B1
уһілеу,A2
уыздай,A2
уылжу,A2
ұжымдастыру,B2
ұйық,A2
ұлт-азатшыл,B2
ұлттық-әлеуметтік,C1
ұлттық-мемлекеттік,C1
ұлттық-этнографиялық,C1
ұлтшыл-патриот,C1
ұлықтық,B1
ұп-ұқсас,B1
ұштық,A2
ұшы-қиырсыз,B2
үккіш,A2
үкімші,A2
үлпек,A2
үнділік,B1
үркіну,A2
үрпиісу,B1
фармацевт,B1
фармкластер,B2
федератив,B1
физиократ,B1
финн,A2
фитофагия,B1
флотация,B1
форс-мажорлық,C1
фотоплакат,B2
фразеологиялық,C1
халықаралық-құқықтық,C1
ханафи,A2
хемогендік,B2
хирургиялық,B2
хроматография,C1
цефалоспориндер,C1
циклоп,A2
цитокинез,B1
шабақтай,B1
шағаладай,B1
шайқор,A2
шала-пұла,B1
шаласауат,B1
шалдуар,B1
шалдыққышу,B2
шалқақтау,B1
шал-шауқан,B2
шамшат,A2
шамырқану,B1
шанда,A2
шаптырым,B1
шарапшы,B1
шарғы,A2
шарқ-шұрқ,B1
шарлы,A2
шартталу,B1
шаттандыру,B2
шаһ,A1
шашып-төгу,B2
шәйіт,A2
шәк,A1
шәркей,A2
шенді-шекпенді,C1
шенеуніктік,B2
шертпелі,B1
шертілу,B1
шиыру,A2
шлем,A2
шоқат,A2
шошию,A2
шөк,A1
шөмішбалық,B2
шөрке,A2
шпал,A2
шпиондық,B1
шұбарту,B1
шұрат,A2
шүр,A1
шығанда,B1
шылқылдау,B1
шымтезек,B1
шымшылау,B1
шырғалу,B1
шырғанақ,B1
шырттай,B1
шырым,A2
шіміркендіру,B2
шірне,A2
ығыс,A2
ызбарлану,B1
ықтималды-статистикалық,C1
ықшамдылық,B2
ықылас-пейіл,B2
ықылас-ынтызарлық,C1
ықылық,A2
ындын,A2
ынтасыздық,B2
ынтымақсыз,B2
ыңқыл,A2
ың-шың,A2
ырғақтылық,B2
ырзалық,B1
ырықсыз,B1
ырыл,A2
ыс,A1
ысқаяқ,A2
ыс-түтек,B1
ытқып-ытқып,B2
іздеуші-ізшіл,C1
ілмешек,B1
ішіп-жем,B1
эквивалентті,B2
экожоба,B1
экс-министр,B2
экстенсивтік,B2
экс-төраға,B2
экс-чемпион,B2
электричка,B2
электрмагнит,B2
электровоз,B2
электролиздену,C1
электрсүзгі,B2
элювий,A2
эмигрант,B1
эмпедокл,B1
эндемиктер,B2
эндопаразитизм,C1
энергожүйе,B2
эстондық,B1
эстрада-цирк,B2
этаналь,B1
этно,A2
этнолексикалық,C1
этнолог,B1
этнологиялық,B2
юрисдикция,B2
абиыр,A2
абстрактілік,B2
абың-гүбің,B2
автобизнес,B2
автономдылық,B2
автотізбек,B2
агглютинация,B2
агронесие,B1
ағараңдау,B1
ағартушы-ғалым,C1
ағылту,A2
ажырағысыз,B2
азайтылу,B1
азон,A2
азшылық,B1
азықтандыру,B2
айтып-айтпаю,B2
айтысып-тартысу,C1
ай-шай,A2
айыл-тұрман,B2
акватория,B1
аккаунт,B1
акценттелу,B2
ақаусыз,B1
ақбөкендей,B2
ақию,A2
ақмамық,B1
ақорда,A2
ақпараттандырылу,C1
ақпараттық-сараптамалық,C1
ақсақалдық,B2
ақсырмал,B1
ақшалы,A2
ақын-әнші,B1
ақыртас,B1
алақайлау,B1
алаңқы,A2
алаулатып-жалаулатыбу,C1
албырту,B1
алебастр,B1
алқалау,B1
альтернативті,C1
амнистия,B1
анандай,B1
анталасу,B1
антимәдениет,B2
антропоөзектілік,C1
анықтамалық,B2
аңдатпа,B1
аңызақ,A2
апайтөс,B1
апыл-тапыл,B2
арақкеш,B1
арбату,A2
аргон,A2
арифмометр,B2
арқақапшық,B2
арлау,A2
арман-мұң,B1
арман-мүдде,B2
артезиан,B1
артефакт,B1
артефактілік,B2
артиллериялық,C1
арық-атыз,B1
арық-тұрақ,B2
арыстанша,B1
ас-ауқат,B1
асқындыру,B1
астамдық,B1
асыңқырау,B1
асып-төгілу,B2
ата-анадай,B2
атеист,A2
аттандырылу,B2
атташе,A2
атшаптырым,B2
атыстыру,B1
ауалы,A2
ауаша,A2
аудиожазба,B2
аулақта,B1
аутсайдер,B1
ауылбасы,B1
ауырып-сырқау,C1
аэростат,B1
аэрофототүсірім,C1
аяңдату,B1
аяңшыл,A2
аяту,A2
әбігерлену,B2
әдебиеттік,B2
әділетшіл,B1
әжетай,A2
әкелісу,B1
әктелу,A2
әкімшілдік,B2
әлді,A2
әлейкүмассалам,C1
әлет,A2
әлеуметтік-тарихи,C1
әлсін,A2
әнші-жыршы,B2
әңгіме-жыр,B2
әңгімелесуші,B2
әңгімелеуші,B2
әпкелу,A2
әпке-сіңлі,B2
әптиек,A2
әркелкілік,B2
әрлі,A2
әріпүсті,B1
әскери-әкімшілік,C1
әскери-отаршыл,C1
әскери-патриоттық,C1
әскери-стратегиялық,C1
әуейілік,B1
әуендік,B1
бағаналы,B1
бағбандық,B1
бағдарламашы,B2
бағынушы,B1
бағыттауыш,B2
бажалақ,B1
базарлау,B1
бай-кулак,B1
байқағыш,B1
байлап-матау,B2
бай-шонжар,B2
бақылаушылық,B2
балау,A2
балдыр,A2
балдыр,A2
балдырлау,B1
балқұрақ,B1
балқытылу,B1
балшы,A2
балшырын,B1
барабарлық,B2
басбұзарлық,B2
басқызу,B1
басшы-қосшы,B2
басынушылық,B2
баталасу,B1
бау-бақ,B1
баукеспе,B1
бауырдай,B1
бауырмалшылдық,C1
бәлі,A2
бедерлі,B1
бездіру,B1
безену,A2
бейбастақ,B1
бейкоммерция,B2
бейнеқұжат,B2
бейнетқор,B1
бейімделгіш,B2
бекзада,B1
бекіткіш,B1
белдем,A2
беп-белгілі,B2
беттестіру,B2
бетше,A2
бинт,A2
бозша,A2
болбырау,B1
болыс-би,B1
борандату,B1
борат,A2
борық,A2
бос,A1
бостық,A2
бөлек-бөлек,B2
бөлектену,B1
бөрліктіру,B2
бөрікті,B1
брасс,A2
будақ-будақ,B2
булау,A2
бульдозер,B1
бутанон,B1
бұғақ,A2
бұдыр,A2
бұдыр-бұдыр,B2
бұйдалау,B1
бұйра,A2
бұйрық-тыйым,B2
бұлаңшылық,B2
бұлаулану,B1
бұлғалау,B1
бұлқыныс,B1
бұлтарыс-қалтарыс,C1
бұлтылдау,B1
бұралау,B1
бұрнағы,B1
бұрыштық,B1
бүге,A2
бүйірлік,B1
бүк,A1
бүкірею,B1
былайырақ,B1
былғаңдату,B2
былжырау,B1
былқ-сылқ,B1
былтырғыдай,B2
былшыл,A2
бырқ,A2
быртық,A2
бізше,A2
білімқұмар,B2
біртабан,B1
бітімгерлік,B2
бітімгерші,B2
варваризм,B1
вафли,A2
веб-коммуникант,C1
веб-ресурс,B2
ведомость,B1
вербалдық,B1
волонтер,B1
газетхана,B1
гематит,B1
генетик,B1
геоботаника,B2
геосфера,B1
геотермиялық,B2
геофизика,B1
геофильдер,B2
геоэкономикалық,C1
гербарий,B1
германий,B1
герметикалық,B2
гибридтік,B1
гидроксотоп,B2
гидроксотұз,B2
гидрометеорологиялық,C1
гидрофиттер,B2
гимнасшы,B1
гинеколог,B1
гиперқұнсыз,B2
гистологиялық,C1
гликоген,B1
глицерин,B1
градиент,B1
графин,A2
грек-рим,B1
грунт,A2
гүрсілдеу,B1
ғадауат,B1
ғалым-зерттеуші,C1
ғалым-хатшы,B2
ғылыми-методологиялық,C1
ғылыми-педагогтік,C1
ғылыми-психологиялық,C1
дабыр-дұбыр,B2
далаң,A2
далба-дұлба,B2
далбай,A2
дал-дал,B1
дап-дайын,B1
даруға,A2
дарынсыз,B1
дат,A1
дау-талас,B1
дәкілдету,B1
дәлелдету,B1
дәмдеу,A2
дәмдес,A2
дәмелі,A2
дәулескер,B1
девон,A2
дедукция,B1
декларациялау,C1
делию,A2
денонсациялау,C1
дербестену,B2
дескриптор,B2
джентельмен,B2
диалектілік,B2
диахроникалық,C1
диверсификациялау,C1
дивинил,B1
дизельді,B1
диоксидикарбон,C1
диоксикарбон,B2
директивалы,B2
дискант,B1
дисперсия,B1
диссидент,B1
доғаша,A2
додалану,B1
доза,A2
дойбы-шахмат,B2
документалист,C1
доминанттылық,C1
доңайбат,B1
доңғалану,B1
достай,A2
дөдеге,A2
дөңбектей,B1
дөңгеленту,B2
дөптеу,A2
драматизациялық,C1
дудырау,B1
дұғалық,B1
дүния,A2
дүңкіл,A2
дүрбілжің,B1
дыз,A1
дырду,A2
дікіңдеу,B1
діндес,A2
діңкілдеу,B1
дірдектету,B2
дәл,A1
ежігей,A2
екікүндік,B1
екіұштылық,B2
елулік,A2
еліктеушілік,B2
емлелік,B1
емшектес,B1
емісу,A2
еңку,A2
ересектік,B1
еркекшөп,B1
ерлету,A2
ермен,A2
ерісу,A2
есерлік,B1
ескертусіз,B2
етекті,A2
еһ,A1
жазылдыру,B1
жазып-сызу,B2
жайдарлы,B1
жай-жайы,B1
жаймалау,B1
жайнаң,A2
жақтылық,B1
жалаңбұт,B1
жалаңдату,B1
жалғамалы,B1
жалғаншы,B1
жалғаулықсыз,B2
жалқын,A2
жалпайту,B1
жалпыәдеби,B2
жалпықазақстандық,C1
жалпықалалық,B2
жалпылауыш,B2
жалт-жалт,B1
жамиға,A2
жанарлы,B1
жандармерия,B2
жанды-жансыз,B2
жан-жүйе,B1
жанкештілік,B2
жансарай,B1
жаңылту,B1
жарадар,B1
жарақты,B1
жарапазаншы,B2
жарғақша,B1
жарғыш,A2
жарықтандыру,B2
жасаңшөп,B1
жасқаншақтау,B2
жаттатқызу,B2
жаттықтырушылық,C1
жаһил,A2
жаюшы,A2
жәбірейіл,B1
жеделдеу,B1
жездей,A2
жекеменшіктік,C1
желемік,B1
желкенді,B1
желпініс,B1
желімделу,B1
жеңсік,A2
жеңістік,B1
жержаңғақ,B1
жер-жиһан,B1
жерсіндіру,B2
жетіктік,B1
жетілік,B1
жетімек,B1
жетіңкіреу,B2
жиделі,A2
жолбастаушы,B2
жол-жорық,B1
жоңғар-қалмақ,C1
жори,A2
жортақтау,B1
жосу,A2
жосалы,A2
жоталау,B1
жоталы,A2
жуадай,A2
жуандату,B1
журналист-ғалым,C1
жуысыңқы,B1
жұбайлық,B1
жұлық,A2
жұмысшы-шаруа,C1
жұтаңдау,B1
жүгермек,B1
жүзіқара,B1
жүктік,A2
жүрежат,B1
жүресінен,B1
жылтың,A2
жылусыз,B1
жылу,A2
жым-жылас,B1
жынойнақ,B1
жырашық,B1
жыртқыш-жемтік,C1
жыртық-жыртық,C1
жілікті,B1
жіпсу,A2
заманауилық,B2
запыран,B1
зарзаман,B1
зарлату,B1
зенит,A2
зерделілік,B2
зияндылық,B1
зиянсыздандыру,C1
зоологиялық,B2
зооним,A2
зооспора,B1
зымырантасығыш,C1
зырлату,B1
ибалық,A2
идиостиль,B1
изоляция,B1
изохоралық,B2
иланым,A2
имансыздық,B2
импликация,B2
индивидуум,B2
индикативтік,B2
индустрияландыру,C1
индустриялық-аграрлық,C1
инженерлік-көліктік,C1
инженер-механик,C1
инспекциялау,B2
интегралдау,B2
интеллектуал,B2
интерпретатор,C1
интерстициалды,C1
интимдік,B1
инфляциялық,B2
ипподром,B1
ирреалды,B1
ислами,A2
исіну,A2
итальянша,B1
итаршы,A2
иттену,A2
ию-қию,A2
кабельдік,B1
калийлік,B1
калория,B1
кантон,A2
капилляр,B1
капиллярлық,B2
кассета,B1
катаклизм,B1
кәрлену,B1
кәртөшке,B1
кәрібоз,B1
кәсіптес,B1
кәукелектеу,B2
квинтиллион,B2
кезекпе-кезек,C1
кейқуат,B1
кекетіп-мұқату,C1
кекжию,A2
келе,A2
келі-келсап,B2
келісімшарттық,C1
кемелді,B1
кемтарлық,B1
кенелту,B1
кеңк-кеңк,B1
кепеш,A2
кергі,A2
кердеңдеу,B1
кесектеу,B1
кеспелтек,B1
кетірілу,B1
кеуектеу,B1
кештеу,A2
киловатт,B1
километрлік,B2
киноқұжат,B1
киносценарий,B2
кинотаспа,B1
климатты,B1
клиникалық,B2
коллапс,B1
коллективті,B2
коллектор,B1
колленцит,B1
колонизатор,B2
колорит,B1
командир-лейтенант,C1
компетенция,B2
коннотат,B1
консервілену,B2
конструкциялық,C1
контрабас,B1
контроллинг,B2
контрреволюциялық,C1
конфискация,B2
конформизм,B2
конфронтация,B2
кореялық,B1
корпускулярлық,C1
корректор,B1
коррелят,B1
корреляция,B2
косметолог,B2
кофехана,B1
көгалды,B1
көзілдірікті,B2
көкетай,B1
көксерке,B1
көкшыбын,B1
көкіл,A2
көкілташ,B1
көлдей,A2
көлікші,B1
көнгіш,A2
көңілашар,B1
көпбағытты,B2
көпкүндік,B1
көпмәдени,B1
көркемөнерпаз,C1
көрме-конкурс,C1
көрнекілік,B2
көсемсөз,B1
көс-көс,B1
көтен,A2
ксерокс,B1
культ,A2
курстық,B1
күдірею,B1
күйші-композитор,C1
күлдіргіш,B1
күлпарша,B1
күліп-ойнау,B2
күнжара,B1
күрестіру,B1
кіл,A1
кілегейлі,B1
кірбең,A2
кісінесу,B1
қадірсіз,B1
қазақшалау,B2
қаздиту,B1
қаз-қалпы,B1
қазтамақ,B1
қайқаң,A2
қайраттану,B2
қайраттылық,B2
қайтымдылық,B2
қақпалау,B1
қақталу,B1
қалабасы,B1
қалас,A2
қалбаңдау,B1
қалқаю,A2
қамдалу,B1
қам-қарекет,B2
қампайту,B1
қамырдай,B1
қанап,A2
қанатсыз,B1
қаңқаю,A2
қаңқ-қаңқ,B1
қаңтару,B1
қапыл,A2
қарағым-ау,B2
қарайлас,B1
қарақол,B1
қарақтау,B1
қаралы,A2
қараниет,B1
қаратамыр,B1
қараушылық,B2
қарашай,B1
қарғам,A2
қарғашым,B1
қарғы,A2
қарш-қарш,B1
қарықтыру,B1
қарынды,B1
қасы-көзі,B1
қасып,A2
қатаңдау,B1
қатқылдану,B2
қатпарлану,B2
қатындық,B1
қатып-сему,B2
қашақ,A2
қашқалақтау,B2
қаярлық,B1
қиғылық,B1
қидалану,B1
қиқулы,A2
қисаңдату,B1
қисыну,A2
қиықша,A2
қиылыстыру,B2
қиыр-шиыр,B1
қобалжыту,B1
қобди,A2
қоғамдасу,B1
қоғами,A2
қоғамшыл,B1
қойындасу,B1
қолбасылық,B2
қолорақ,B1
қоңыраудай,B2
қорғаныштық,B2
қорсылдау,B1
қоса-қабат,B2
қошқардай,B1
қоюлау,A2
қоюырақ,B1
қояншық,B1
қуанарлық,B1
қуаттандыру,B2
құбыланама,B2
құйрықсыз,B1
құқ,A1
құлаққағыс,B2
құлақ-шеке,B2
құлап-сүріну,B2
құлатылу,B1
құлдыраңдау,B2
құл-құтан,B1
құлын-тай,B1
құлыптаулы,B2
құнарсыздану,B2
құндыздай,B1
құнсыздық,B1
құпиялы,B1
құрамалы,B1
құрамдық,B1
құрауыш,B1
құрғызу,B1
құрлым,A2
құрт-май,B1
құрылғыш,B1
құрылыстық,B2
қыбыжық,B1
қызарыңқы,B1
қыз-қыз,B1
қызылшеке,B1
қылп,A2
қылыштасу,B1
қынадай,B1
қыратты,B1
қырғидай,B1
қырсыз,A2
қырсығу,B1
қырықаяқ,B1
қырынды,B1
лампы,A2
лапша,A2
лаулату,B1
лексика-фразеологиялық,C1
лизинг,A2
лимфа,A2
логин,A2
лүп-лүп,B1
лықа,A2
люк,A1
магия,A2
магнетит,B1
мадақтама,B1
майысқақ,B1
макрорадикал,B2
макроэволюция,C1
малдәрігерлік,C1
малсыз,A2
малша,A2
манат,A2
маңдайалды,B2
маңқа,A2
мап-майда,B1
масқарашылық,B2
масондар,B1
масс-медиа,B2
мастану,B1
материалтану,B2
матрас,A2
мауық,A2
машайық,B1
машақаттану,B2
мәдениаралық,B2
мәдени-гигиеналық,C1
мәуелеу,B1
мәшинелі,B1
медициналық-құтқару,C1
медуза,A2
мезгілді,B1
мейірбандылық,C1
мемлекеттанушы,C1
ментол,A2
мердігерлік,B2
метаморфты,B2
метантүзуші,B2
метатеза,B1
метафаза,B1
метафоралық,B2
метилбутан,B2
метилгексен,B2
мешеулік,B1
мешіт-медресе,C1
микробиоценоз,C1
микрофондық,B2
милитаризм,B2
миллимолярлық,C1
мипалау,B1
модификациялау,C1
мойыл,A2
молекулярлық,B2
молибден,B1
момындық,B1
моногидрат,B2
морзе,A2
морфогенез,B2
мосқал,A2
мөлию,A2
музей-үй,B1
музыкалы,B1
мультимәдениеттілік,C1
мультипликативтік,C1
мұзайдын,B1
мұндайлық,B1
мұң-қайғы,B1
мүйіздесу,B1
мүсіндеме,B1
мыж-мыж,B1
мыжылу,A2
мінісу,A2
нақақтан-нақақ,C1
нақыштау,B1
намазхан,B1
нанотехнология,C1
наурызкөк,B1
нашарлану,B1
нәзір,A2
нәрсіз,A2
неміс-фашист,B2
немісше,B1
несібелі,B1
нигилизм,B1
нитропропан,B2
нитроэтан,B1
номиналдық,B2
ноосфера,B1
нөмірлік,B1
нөсерлеу,B1
обал-сауап,B2
оғызшылдық,B2
одақтық,B1
ойдағы,A2
ойынпаз,B1
ойынхана,B1
оксикарбон,B2
оксохлорид,B2
оқу-танымдық,B2
оқшауырақ,B1
олефин,A2
ономасиология,C1
онтогенетикалық,C1
онша-мұнша,B2
оңашада,B1
описторхоз,B2
опистоцельді,B2
оптимизм,B1
ораулы,A2
орашолақ,B1
орнықтылық,B2
ортақ-айырым,B2
отансыз,B1
отаршылық,B1
отырғызылу,B2
оюлану,A2
өжеттену,B1
өздігінше,B1
өзекше,A2
өзенді,A2
өктемдеу,B1
өлеңсөз,B1
өлеңті,A2
өмірем қабу,B2
өндірістік-салалық,C1
өнерсүйгіш,B2
өніп-өсу,B1
өңіржиек,B1
өреше,A2
өркеуде,B1
өткелсіз,B1
өткендегі,B1
өтініш-тілек,B2
парентеза,B1
парентезалық,B2
парламенттік-президенттік,C1
парфюмерия,B2
пассивтілік,B2
патентті,B1
паһ,A1
педагогика-психологиялық,C1
педагог-психолог,C1
педиатр,B1
педикюр,B1
педофил,B1
пенетрон,B1
перцептив,B1
планетааралық,C1
планетарий,B2
полигендік,B2
порым,A2
постдағдарыстық,C1
постулат,B1
потенциалдық,B2
пошталық,B1
презумпция,B2
прогрессивтік,C1
протез,A2
протектор,B1
прототиптік,B2
психотерапевт,C1
публицистік,B2
пульс,A2
пыс-пыс,B1
пікірлі,B1
пікір-пайым,B2
радиосигнал,B2
радиотелеграф,C1
радиоэлектроника,C1
разрядты,B1
ратификация,B2
раушангүл,B1
рәсімдей,B1
ревматизм,B1
ревматология,B2
реестрлік,B1
резонатор,B1
рекреация,B1
реңдес,A2
репортаждық,B2
ресейшіл,B1
респиратор,B2
реттестіру,B2
ризодерма,B1
роман-герман,B2
руханилық,B1
рычаг,A2
сағызша,B1
сағымды,B1
сағынысу,B1
сақар,A2
салқынқандылық,C1
салма,A2
салпы,A2
салпық,A2
салпылдау,B1
сал-серілік,B2
салыстырмалы-салғастырмалы,C1
сальдо,A2
сальто,A2
самар,A2
санаторийлік-курорттық,C1
сандықтай,B1
санкциялану,B2
сан-сала,B1
саңырауқұр,B2
сап-салқын,B2
сапсию,A2
сапырылысу,B2
сарайдай,B1
сарғалдақты,B2
сарнату,B1
сарсылу,B1
сартап,A2
сарындылық,B2
сасыту,A2
сатылық,B1
сатырлату,B1
сау-тамтық,B2
сауықшы,B1
саясаттық,B1
саяси-мемлекеттік,C1
сәбидей,B1
сәйкессіз,B1
сәл-сәл,B1
сәре,A2
сәулелендіру,B2
сәулетшілік,B2
сейсмолог,B1
секемшіл,B1
секіргіш,B1
селдіреу,B1
сенек,A2
сенсорлы,B1
сенушілік,B1
септикалық,B2
сигналдық,B1
сигнализация,B2
силур,A2
символдау,B1
символизм,B1
симптом,B1
синтездеуші,B2
синтоизм,B1
синхрондық,B2
сирень,A2
ситуациялық,B2
сиықсыз,B1
соғдылық,B1
соғымдық,B1
созылмалы,B1
созылыңқылық,B2
соқталы,B1
солбыраю,B1
соматоплевра,B2
сораң,A2
сортты,A2
соттату,B1
социолингвистикалық,C1
социолог,B1
сөзсинтагма,B2
сөзуар,A2
сөлмірею,B1
сөңке,A2
стафилококк,B2
стенобионт,B2
стронций,B1
субсидиялану,B2
суғарылу,B1
сусыту,A2
сұңқылдақ,B1
сұп-сұлу,B1
сұпы,A2
сұхбаттасушы,B2
сүйелдей,B1
сүйемелдену,B2
сүрткіш,B1
сүрінту,B1
сүюшілік,B1
сфероид,B1
сығылысу,B1
сығырайту,B1
сызғызу,B1
сықсию,A2
сылдырату,B1
сылтию,A2
сымдай,A2
сын-тегеурін,B2
сыңғыр-сыңғыр,C1
сыпай,A2
сыптай,A2
сыпырғы,B1
сырқырату,B1
сыртыл,A2
сырықтай,B1
сілтемелік,B2
сілтену,B1
сілтеушілік,B2
сілтісіздену,B2
сіркіреме,B1
табандату,B1
табиғи-географиялық,C1
тазалату,B1
тазқара,B1
тайдырылу,B1
тайқы,A2
тайм,A2
тақтайдай,B1
тақ-тұқ,B1
тақылетті,B1
талантсыз,B1
талдамалы,B1
танымдылық,B2
таңданту,B1
таңдату,B1
таңырқату,B1
таптату,B1
тарам-тарам,B2
тарғылдану,B2
тарихат,B1
тарихи-әдеби,B2
тарихи-лингвистикалық,C1
тармақтану,B2
тарпаң,A2
тартарлықтай,B2
тартқыштық,B2
тасжүрек,B1
тасқау,A2
тастұғыр,B1
тау-құм,B1
таутекедей,B2
тауыскөз,B1
тәй-тәйлау,B2
тәрбиелеуші,B2
тәуап,A2
тәуекелділік,B2
тәукеншік,B1
тәуірірек,B1
театрлық,B1
тебін,A2
тегершік,B1
тележурналистика,C1
телемарафон,B2
телефоншы,B1
теңгерімділік,C1
теңдестірілу,B2
теңділік,B1
теориялық-әдістемелік,C1
теп-тез,B1
терезелі,B1
террор,A2
терроршы,B1
теруші,A2
титан,A2
тобарсу,B1
тойхана,B1
тоқымашы,B1
толерантты,B2
тонаушылық,B2
топжарған,B1
топонимика,B2
топса,A2
топ-толық,B1
тотай,A2
тоталитаризм,B2
төлемқұжат,B2
төмендетілу,B2
төсеушу,B1
травматология,C1
тромбоцит,B1
туажат,A2
турагенттік,B2
туысқаншылау,B2
тұзақшы,B1
тұзсыз,A2
тұйықтық,B1
тұқы,A2
тұлпардай,B1
тұмша,A2
тұмылдырық,B2
тұмылдырықтай,C1
тұнжыр,A2
тұрлаулы,B1
тұрпатты,B1
тұсаулы,B1
тұтқындық,B1
түйдек-түйдек,C1
түрмелеу,B1
түрмелену,B1
түрөзгеріс,B2
түрулі,A2
түріктік,B1
түтінді,B1
түюлі,A2
тықылдақ,B1
тыңдарлық,B1
тыпырлату,B1
тыраю,A2
тыраштау,B1
тыржиту,B1
тырнақтау,B1
тырнауыш,B1
тігуші,A2
тізім,A2
тілалғыштық,B2
тілек-мақсат,B2
тіл-құрал,B1
тіркестік,B1
тірлік-тыныс,B2
тісқаққан,B1
тістелеу,B1
тістету,B1
уақап болу,B2
уәждеметану,B2
ультрадыбыстық,C1
ұғлан,A2
ұғым-категория,C1
ұжымшар,B1
ұзақтау,B1
ұзыннан-ұзақ,B2
ұйғырша,B1
ұйымдастар,B2
ұйымдастырушылық-техникалық,C1
ұлтабар,B1
ұлттық-территориялық,C1
ұлттық-тұрмыстық,C1
ұлттық-этностық,C1
ұлтшыл-фашистік,C1
ұп-ұсақ,B1
ұрда-жық,B1
ұрсысу,A2
ұрысқақ,B1
ұсыныс-бастама,C1
ұсыныс-тілек,B2
ұшқары,A2
ұшқышсыз,B1
ұшпақ,A2
ұшталу,A2
үзік-үзік,B1
үйдей,A2
үйлендіру,B1
үлпершек,B1
үмбет,A2
үңілісу,B1
үрлемелі,B1
үсті-үсті,B1
үшөлшемді,B1
фаворит,B1
фарабитану,B2
фәнилік,B1
ферроқорытпа,B2
физика-географиялық,C1
филогенетикалық,C1
философема,B2
фирмалық,B1
фискалдық,B1
флагман,B1
фланг,A2
флективті,B1
фонологизация,C1
фотоальбом,B2
фотография,B2
фототүсірілім,C1
фотохимиялық,B2
фразема,B1
француздық,B2
хабар-ошарсыз,C1
халықшаруашылық,C1
ханзушылдық,B2
хижра,A2
хикаялық,B1
хи-хи-хи,B1
хлорпропен,B2
хлорпропилен,B2
хорда,A2
центромера,B2
цианид,A2
циансутек,B1
циклополиконденсациялану,C1
цинк,A2
цинкат,A2
цитозин,B1
цифрлы,A2
шабандық,B1
шағалалы,B1
шағымдау,B1
шайпау,A2
шайтанарба,B2
шалағайлық,B2
шала-жансар,B2
шалма,A2
шамдандыру,B2
шам-шырақ,B1
шаңыт,A2
шап-шағын,B1
шапшаңдылық,B2
шар,A1
шарапхана,B1
шаруашылықтық,C1
шаршаңқы,B1
шауғарлық,B1
шаужай,A2
шаужайлау,B1
шексіз-шетсіз,C1
шекшек,A2
шекілдеуік,B2
