,word,f1,f2,f3,f4,f5,f6,f7,number_of_letters,chatgpt_score_encoded,fasttext_A_sim,fasttext_B_sim,fasttext_C_sim,score_encoded
615,тек,1331,308,1061,600,393,2738,117,3,0,0.4945208,0.43069154,0.3636343,0
616,тек,1331,308,1061,600,393,2738,0,3,0,0.4945208,0.43069154,0.3636343,0
617,тек,1331,308,1061,600,393,2738,0,3,0,0.4945208,0.43069154,0.3636343,0
618,мемлекеттік,1274,790,15,47,37,4622,13,11,4,0.42605627,0.47922218,0.44017446,2
619,қала,4530,1667,1032,1577,885,4636,131,4,0,0.37947017,0.41101998,0.36836985,1
620,заң,1972,340,46,415,112,2914,6,3,0,0.38703552,0.4323399,0.34163582,2
621,сабақ,4249,25,126,235,26,901,47,5,2,0.37832633,0.37006164,0.3031864,0
622,жасау,0,0,13,52,0,23,109,5,2,0.41186222,0.40191415,0.31943187,0
623,жасау,0,0,13,52,0,23,0,5,2,0.41186222,0.40191415,0.31943187,0
624,сала,1151,917,45,565,43,4005,22,4,0,0.4203819,0.44986653,0.42732218,3
625,сөз,7843,490,1066,1613,585,14510,74,3,0,0.490995,0.5080928,0.45553663,0
626,жағдай,2125,241,153,755,182,3346,15,6,2,0.42263776,0.44134095,0.369629,1
627,қалай,3017,27,957,91,947,0,36,5,2,0.44661474,0.40007976,0.35048708,0
628,бар,7338,1388,4083,4606,3212,10569,184,3,0,0.46980587,0.42716596,0.37388086,0
629,бар,7338,1388,4083,4606,3212,10569,0,3,0,0.46980587,0.42716596,0.37388086,0
630,сұрау,433,2151,29,25,6,115,34,5,2,0.30364227,0.30362105,0.2754985,0
631,сұрау,433,2151,29,25,6,115,0,5,2,0.30364227,0.30362105,0.2754985,0
632,тарту,45,41,8,35,11,229,13,5,2,0.39311233,0.41047218,0.3500059,0
633,тарту,45,41,8,35,11,229,0,5,2,0.39311233,0.41047218,0.3500059,0
634,жыл,3219,14582,662,3393,497,8529,260,3,0,0.43247834,0.32827756,0.25113836,0
635,ұлт,1966,1015,34,783,8,2199,38,3,0,0.40218592,0.43146646,0.38703,2
636,көз,2175,245,2308,1206,946,5957,73,3,0,0.43430626,0.41265935,0.40332898,0
637,бала,6333,912,3421,1979,998,5087,240,4,0,0.5430875,0.48340723,0.38404164,0
638,мына,1786,42,585,376,713,1993,10,4,0,0.4942633,0.4864073,0.43330228,0
639,мысал,2371,80,51,359,47,2621,71,5,2,0.26734683,0.2916721,0.21603847,1
640,бойынша,3800,3192,76,685,121,4987,18,7,2,0.4115189,0.3897856,0.34823167,1
641,бұл,7293,869,2514,3203,1455,17527,276,3,0,0.55053264,0.542471,0.48178717,0
642,бұл,7293,869,2514,3203,1455,17527,0,3,0,0.55053264,0.542471,0.48178717,0
643,күш,1463,593,485,494,192,2959,29,3,0,0.3926505,0.43641788,0.3657367,1
644,сонда,151,14,884,323,482,3911,20,5,2,0.37382442,0.31553695,0.24340723,2
645,мақсат,2107,1028,34,474,55,3178,20,6,2,0.36451027,0.42541945,0.37055874,1
646,туралы,2,831,291,937,334,5616,92,6,2,0.41796634,0.41342083,0.34416035,1
647,жас,2504,262,597,806,386,3191,126,3,0,0.504459,0.46621892,0.41296768,1
648,жас,2504,262,597,806,386,3191,0,3,0,0.504459,0.46621892,0.41296768,1
649,жақсы,2636,8,870,665,1256,2683,127,5,2,0.5661178,0.57124203,0.50794065,0
650,арқылы,2988,728,56,505,58,3785,50,6,2,0.4749692,0.41091955,0.34905323,1
651,енді,1994,2,1017,871,2023,226,0,4,0,0.43264148,0.42597604,0.39487654,2
652,енді,1994,2,1017,871,2023,226,0,4,0,0.43264148,0.42597604,0.39487654,2
653,құрал,4072,819,36,319,59,1139,10,5,2,0.3425556,0.37410188,0.29585308,1
654,осы,2806,2509,1547,2635,1384,15114,78,3,0,0.5727508,0.52979136,0.4727573,0
655,немесе,2582,3914,137,330,61,2508,24,6,2,0.51201516,0.4631892,0.41366556,0
656,барлық,1722,912,785,804,276,3655,47,6,2,0.5476016,0.53552526,0.45115554,0
657,не,5508,566,1809,1031,3097,4644,69,2,0,0.21085447,0.05092676,0.0003512846,1
658,не,5508,566,1809,1031,3097,4644,0,2,0,0.21085447,0.05092676,0.0003512846,1
659,байланысты,1878,770,0,401,0,2806,26,10,3,0.36138833,0.40951335,0.34063455,1
660,жоғары,1546,193,180,566,161,2718,24,6,2,0.4654353,0.46893477,0.45984998,1
661,ғой,581,0,1169,716,125,3917,13,3,0,0.40507853,0.3880409,0.36040407,1
662,өмір,3919,300,430,822,383,4611,155,4,0,0.5349737,0.52879924,0.45333216,0
663,негіз,1772,1198,18,434,33,4141,8,5,2,0.36370057,0.41527444,0.35339326,2
664,әрі,1072,535,405,581,430,2271,15,3,0,0.45527032,0.47706774,0.43767935,2
665,әрі,1072,535,405,581,430,2271,0,3,0,0.45527032,0.47706774,0.43767935,2
666,кез,3194,1167,915,1491,748,4984,161,3,0,0.48286125,0.466903,0.4060892,2
667,атау,168,5229,25,107,14,89,26,4,0,0.3262672,0.34614938,0.29488456,1
668,атау,168,5229,25,107,14,89,0,4,0,0.3262672,0.34614938,0.29488456,1
669,соң,1114,504,1125,840,381,4155,23,3,0,0.44453397,0.39820805,0.34818494,2
670,республика,1330,5674,9,532,15,2305,5,10,3,0.33008653,0.33788028,0.32531515,2
671,екі,4332,413,1355,996,1331,5255,165,3,0,0.60523295,0.50969684,0.44107944,0
672,тапсырма,8400,121,25,106,29,516,11,8,3,0.37692285,0.36223787,0.27267066,0
673,кейін,2148,523,763,740,679,3097,134,5,2,0.43073133,0.35825473,0.3254044,1
674,кейін,2148,523,763,740,679,3097,0,5,2,0.43073133,0.35825473,0.3254044,1
675,ара,1748,34,568,735,204,5287,40,3,0,0.3473023,0.32528377,0.30069214,0
676,табу,24,5,0,0,0,3,39,4,0,0.38715342,0.36490226,0.309533,0
677,табу,24,5,0,0,0,3,0,4,0,0.38715342,0.36490226,0.309533,0
678,ғана,9149,430,624,1068,54,7070,53,4,0,0.5649278,0.5108872,0.44173113,1
679,қазақ,9741,76,232,1227,126,13667,172,5,2,0.50518763,0.48303753,0.484368,0
680,сияқты,1508,146,274,517,545,3321,70,6,2,0.5343907,0.52953833,0.48832092,1
681,үлкен,2957,46,689,157,240,3057,115,5,2,0.5582069,0.56566817,0.49784985,0
682,бес,1604,594,663,480,280,1751,53,3,0,0.55031586,0.4368035,0.37456408,0
683,әйел,2047,387,590,376,711,8154,11,4,0,0.43295416,0.4049614,0.3358029,0
684,ал,14304,4604,5606,5157,5521,17552,0,2,0,0.1600897,0.0004338259,-0.08168751,1
685,ал,14304,4604,5606,5157,5521,17552,0,2,0,0.1600897,0.0004338259,-0.08168751,1
686,ал,14304,4604,5606,5157,5521,17552,0,2,0,0.1600897,0.0004338259,-0.08168751,1
687,ауыл,1706,370,269,657,157,2910,71,4,0,0.41000536,0.41529533,0.39224434,0
688,жаңа,2244,122,334,883,312,4722,62,4,0,0.5493018,0.5681294,0.50555605,0
689,топ,2807,113,173,339,122,2387,11,3,0,0.37203664,0.3547038,0.24964283,0
690,қол,2947,645,1096,233,1059,5546,69,3,0,0.41073808,0.41002753,0.38149992,0
691,бой,2209,92,688,545,321,1363,37,3,0,0.28668526,0.29570282,0.3281475,0
692,су,3918,536,952,383,319,1692,125,2,0,0.25485235,0.060268804,-0.014357146,0
693,өте,1815,189,515,498,469,2067,0,3,0,0.50632465,0.498783,0.43978974,0
694,бір,11726,1243,6132,4300,2732,18791,433,3,0,0.6378047,0.5809452,0.49068904,0
695,бір,11726,1243,6132,4300,2732,18791,0,3,0,0.6378047,0.5809452,0.49068904,0
696,жер,8193,68,1912,1791,1247,6400,141,3,0,0.37619373,0.37278375,0.34350944,0
697,зерттеушілік,3848,25,175,99,142,940,0,12,4,0.2948911,0.36696574,0.3387511,2
698,бастау,82,2,0,2,13,0,73,6,2,0.33432204,0.3584473,0.3353116,0
699,бастау,82,2,0,2,13,0,0,6,2,0.33432204,0.3584473,0.3353116,0
700,отбасы,4500,363,39,1064,108,2569,38,6,2,0.36506107,0.379133,0.27323464,0
701,сан,3281,610,132,420,61,2088,8,3,0,0.46942827,0.44549775,0.3860991,0
702,сондықтан,1320,61,233,497,158,2567,123,9,3,0.37561363,0.38136256,0.3347294,2
703,ойлау,411,5,48,39,22,279,55,5,2,0.43285608,0.46390027,0.43056992,0
704,ойлау,411,5,48,39,22,279,0,5,2,0.43285608,0.46390027,0.43056992,0
705,рет,2346,216,354,323,266,1799,67,3,0,0.42825726,0.33532614,0.27692896,0
706,оқушы,4526,79,99,563,15,2088,41,5,2,0.41319966,0.36479947,0.27114692,0
707,күн,4693,1857,3107,1653,808,6127,204,3,0,0.5306885,0.4484238,0.369067,0
708,қолдау,44,52,2,128,11,388,15,6,2,0.34663063,0.40584648,0.32638505,2
709,қолдау,44,52,2,128,11,388,0,6,2,0.34663063,0.40584648,0.32638505,2
710,ақын,2806,3,45,608,104,2795,17,4,0,0.40567857,0.44038978,0.44469473,1
711,ғалым,2781,151,38,686,31,2847,23,5,2,0.31771943,0.3369622,0.2760083,1
712,кім,2426,38,904,466,813,2152,21,3,0,0.4036705,0.37217644,0.2902352,0
713,ие,5274,832,551,192,100,2481,17,2,0,0.070577994,-0.00833854,-0.092952244,3
714,де,22475,1250,10036,7750,5067,33565,0,2,0,0.21475294,0.0744764,0.01574169,1
715,түр,4532,1096,251,512,195,4448,43,3,0,0.36235467,0.3645484,0.3288595,1
716,әр,2057,168,296,471,123,2543,54,2,0,0.27575365,0.099406086,-0.0013527888,1
717,әр,2057,168,296,471,123,2543,0,2,0,0.27575365,0.099406086,-0.0013527888,1
718,қосымша,3318,1876,24,187,29,1940,3,7,2,0.48951125,0.508266,0.4124454,2
719,қосымша,3318,1876,24,187,29,1940,0,7,2,0.48951125,0.508266,0.4124454,2
720,ең,3008,337,529,837,406,3900,80,2,0,0.23825172,0.091922976,0.018871183,0
721,жұмыс,4184,385,310,1345,608,6924,104,5,2,0.39371392,0.36381742,0.26964065,0
722,мемлекет,1882,2057,26,1734,35,3259,17,8,3,0.39553085,0.44384873,0.39440045,2
723,бәрі,1351,34,1666,771,1482,3452,24,4,0,0.46494582,0.4340292,0.40580043,0
724,өзі,1606,626,1829,716,486,3585,185,3,0,0.46524248,0.44965622,0.41410586,0
725,мектеп,2836,304,177,794,87,3388,87,6,2,0.3972241,0.38499105,0.3361311,0
726,қандай,13169,356,1110,924,1044,4775,37,6,2,0.5939579,0.57690394,0.49703848,0
727,қатар,1471,316,101,534,71,2880,34,5,2,0.35070318,0.33016795,0.30706906,0
728,қабылдау,1278,1690,0,229,28,1152,9,8,3,0.38320807,0.39517686,0.31784427,1
729,қабылдау,1278,1690,0,229,28,1152,0,8,3,0.38320807,0.39517686,0.31784427,1
730,қарай,6315,1380,783,534,348,3552,15,5,2,0.41637334,0.4179331,0.40038922,1
731,облыс,609,818,5,768,108,3714,10,5,2,0.34771815,0.35378522,0.3424969,1
732,адам,10575,1488,1587,1912,886,9166,367,4,0,0.4422807,0.3799114,0.27540958,0
733,ұлттық,8501,345,76,563,9,5009,21,6,2,0.48567933,0.5393931,0.51324165,1
734,мәселе,1206,741,47,784,119,5974,31,6,2,0.4412313,0.44147846,0.40456182,1
735,бас,3438,1074,1471,1421,1480,5061,88,3,0,0.44308484,0.42956352,0.4259068,0
736,құқық,970,2395,4,373,186,2359,4,5,2,0.40643367,0.49017698,0.41859648,2
737,білім,12612,984,50,769,57,8443,61,5,2,0.45980868,0.5056233,0.42319754,1
738,іс,1556,1884,373,760,279,3921,36,2,0,0.15943117,0.06381469,-0.0010534835,2
739,тағы,964,58,1028,521,669,3128,40,4,0,0.47099453,0.45994905,0.42344132,0
740,тағы,964,58,1028,521,669,3128,0,4,0,0.47099453,0.45994905,0.42344132,0
741,тағы,964,58,1028,521,669,3128,0,4,0,0.47099453,0.45994905,0.42344132,0
742,да,4033,953,4951,731,185,21256,228,2,0,0.2722111,0.11721032,0.05137423,1
743,үй,3472,288,2153,974,830,4387,116,2,0,0.17035031,0.011574997,-0.058296606,0
744,іш,2723,801,1456,1099,696,4492,56,2,0,0.07498626,-0.025095122,-0.04860559,0
745,егер,4166,1666,177,694,230,2049,46,4,0,0.34802726,0.3320844,0.27935696,1
746,жылы,5,0,48,1233,82,3897,2,4,0,0.3651537,0.28348848,0.20728168,1
747,халық,6290,75,261,1893,193,7793,31,5,2,0.47818175,0.50049156,0.49077865,1
748,кен,973,72,405,207,1731,2159,1,3,0,0.4080368,0.46219507,0.45465845,2
749,оқу,2156,439,117,510,28,1694,111,3,0,0.42981672,0.4200485,0.3709265,0
750,оқу,2156,439,117,510,28,1694,0,3,0,0.42981672,0.4200485,0.3709265,0
751,мен,21202,4662,6759,5396,4843,27804,511,3,0,0.475992,0.42729157,0.38814613,0
752,мен,21202,4662,6759,5396,4843,27804,0,3,0,0.475992,0.42729157,0.38814613,0
753,қызмет,1932,3038,57,865,138,5702,17,6,2,0.4019965,0.45918095,0.34802336,2
754,қажет,1309,602,202,510,313,3117,44,5,2,0.4094546,0.3901276,0.28620538,1
755,қажет,1309,602,202,510,313,3117,0,5,2,0.4094546,0.3901276,0.28620538,1
756,пен,2350,383,274,686,244,3666,63,3,0,0.41380644,0.42209587,0.36308813,0
757,еңбек,3765,3815,208,924,128,4419,27,5,2,0.44441533,0.476648,0.37364134,0
758,жеке,1102,4188,33,310,50,2278,13,4,0,0.5143325,0.5193896,0.47055644,1
759,қара,3961,1093,1795,1375,1039,7570,3,4,0,0.48140132,0.4703562,0.47547215,1
760,қара,3961,1093,1795,1375,1039,7570,0,4,0,0.48140132,0.4703562,0.47547215,1
761,әке,2522,75,384,299,346,1957,100,3,0,0.35084206,0.34303722,0.30453166,0
762,керек,3173,688,1267,1582,1802,5794,163,5,2,0.43522087,0.40292275,0.31463653,0
763,уақыт,1288,254,611,696,383,3535,87,5,2,0.49019113,0.46045467,0.38745826,0
764,көп,3454,230,1199,1344,648,5997,203,3,0,0.5712729,0.524331,0.46481356,0
765,өлең,7011,0,385,991,175,4970,18,4,0,0.44500232,0.45192635,0.42972243,0
766,ел,6875,860,854,2931,822,9756,80,2,0,0.17772481,0.04207184,-0.0067905043,1
767,жауап,3276,30,361,275,194,2210,17,5,2,0.3968807,0.41611028,0.33839384,0
768,үш,497,322,623,446,202,3356,53,2,0,0.3001329,0.07779197,-0.011897626,0
769,екен,3366,25,2952,1994,2225,10766,85,4,0,0.3837506,0.37060812,0.29725656,1
770,ой,1312,19,525,463,505,2255,25,2,0,0.20292939,0.07687425,0.045995094,1
771,ой,1312,19,525,463,505,2255,0,2,0,0.20292939,0.07687425,0.045995094,1
772,емес,3973,671,1488,1820,1661,8625,104,4,0,0.5260917,0.5270148,0.47248104,0
773,сонымен,7225,1246,138,1027,92,3474,37,7,2,0.33662215,0.30971664,0.29034173,2
774,сонымен,7225,1246,138,1027,92,3474,0,7,2,0.33662215,0.30971664,0.29034173,2
775,жол,3779,90,912,1399,470,5106,73,3,0,0.4352413,0.4580194,0.4065528,0
776,сол,3703,395,2460,2344,1218,10938,8,3,0,0.50184625,0.44276735,0.40701437,0
777,сол,3703,395,2460,2344,1218,10938,0,3,0,0.50184625,0.44276735,0.40701437,0
778,ана,1864,19,596,785,397,2006,86,3,0,0.4284687,0.4103208,0.34586602,0
779,ана,1864,19,596,785,397,2006,0,3,0,0.4284687,0.4103208,0.34586602,0
780,ағыс,337,2,44,15,5,38,2,4,0,0.23193832,0.25591087,0.27122778,1
781,ағым,114,152,1,64,6,297,0,4,0,0.24759409,0.28049222,0.28641835,1
782,жүз,1467,93,292,232,126,1574,16,3,0,0.46682194,0.3894139,0.34418803,0
783,жүз,1467,93,292,232,126,1574,0,3,0,0.46682194,0.3894139,0.34418803,0
784,миллион,127,12,24,216,41,799,37,7,2,0.41014367,0.3170081,0.24202843,0
785,миллиард,22,5,3,50,6,302,6,8,3,0.31886128,0.27810434,0.21943034,0
786,шаштараз,8,0,12,9,0,23,5,8,3,0.2929957,0.26231468,0.19927226,1
787,кемпірқосақ,82,0,12,1,0,3,1,11,4,0.39540088,0.35945863,0.27231362,1
788,кесене,126,0,0,5,0,42,27,6,2,0.33214745,0.36895773,0.32153842,2
789,бата,346,0,31,55,39,232,16,4,0,0.3669772,0.40126494,0.3263592,2
790,нақыл,197,0,8,12,0,69,0,5,2,0.3534285,0.36856535,0.33593664,2
791,аяз,271,1,45,37,115,142,7,3,0,0.28278983,0.22788161,0.20325287,1
792,тайғақ,16,2,3,5,2,35,3,6,2,0.31709325,0.35165966,0.39322275,1
793,мұзайдын,2,0,3,0,0,0,0,8,3,0.3900376,0.4041888,0.4085577,3
794,ауа,1332,292,232,80,61,475,29,3,0,0.42473164,0.4034254,0.35110047,0
795,қолшатыр,17,0,5,6,0,3,1,8,3,0.27561963,0.25867015,0.18036933,2
796,былтыр,116,1,13,59,6,433,5,6,2,0.30093104,0.25829327,0.24891995,2
797,бұршақ,94,1,57,14,4,28,3,6,2,0.3006362,0.30924678,0.2717993,0
798,тоң,78,0,26,40,7,46,0,3,0,0.21723594,0.22874287,0.21737124,1
799,құлақшын,21,0,20,1,1,4,1,8,3,0.3729823,0.35198975,0.34460735,2
800,шәпке,0,0,0,0,1,29,0,5,2,0.5195102,0.57820046,0.5458109,2
801,төрт,1295,38,223,204,107,0,24,4,0,0.5560851,0.4487502,0.37992942,0
802,сегіз,81,36,119,62,34,306,15,5,2,0.45543432,0.36662358,0.3096124,0
803,тоғыз,244,35,131,46,16,4,11,5,2,0.45454237,0.3733065,0.32560012,0
804,он,1053,389,456,417,253,1657,48,2,0,0.25150317,0.025410872,-0.05796636,0
805,жиырма,197,2,123,114,24,564,9,6,2,0.41151047,0.31873992,0.29580066,0
806,отыз,104,47,83,66,14,250,5,4,0,0.39756972,0.30998495,0.28041014,0
807,қырық,10,4,6,20,36,313,4,5,2,0.43219015,0.3768604,0.36144453,0
808,елу,79,65,33,2,19,33,3,3,0,0.4058211,0.31733122,0.26635396,0
809,алпыс,17,11,26,33,6,103,6,5,2,0.45222715,0.35245588,0.31545737,0
810,жетпіс,43,7,14,30,8,119,2,6,2,0.3888819,0.32311606,0.30247736,0
811,сексен,22,12,20,14,5,81,2,6,2,0.41027296,0.32677984,0.35018736,0
812,тоқсан,121,31,17,37,7,176,3,6,2,0.3740845,0.28486636,0.24531011,0
813,тоқсан,121,31,17,37,7,176,0,6,2,0.3740845,0.28486636,0.24531011,0
814,доңыз,7,0,4,3,1,12,0,5,2,0.29985777,0.24258162,0.1830784,1
815,тұзды,50,0,4,0,0,0,0,5,2,0.36713815,0.3974208,0.37020653,2
816,үскірік,11,0,2,0,2,9,0,7,2,0.37118587,0.38324174,0.4080694,4
817,дәрі,65,3,56,27,9,70,5,4,0,0.3771214,0.3794283,0.27233765,0
818,дәрілік,41,27,0,0,0,1,0,7,2,0.38241005,0.41635165,0.37308773,1
819,емдік,31,8,2,4,0,1,0,5,2,0.37329948,0.40404302,0.34934768,1
820,емші,30,0,2,10,2,17,1,4,0,0.29958645,0.2715247,0.20969954,1
821,ғаламшар,128,0,0,88,4,86,7,8,3,0.2931865,0.2693699,0.24073645,1
822,планета,154,0,0,13,0,14,4,7,2,0.26654893,0.2582902,0.21635777,1
823,әуежай,24,66,0,47,6,70,0,6,2,0.26211557,0.2458631,0.19058292,0
824,әуе,80,99,49,37,16,145,2,3,0,0.35030398,0.33312848,0.2898901,1
825,арнау,119,10,3,30,0,100,3,5,2,0.28421843,0.3492497,0.2909082,3
826,арнау,119,10,3,30,0,100,0,5,2,0.28421843,0.3492497,0.2909082,3
827,сахна,135,1,20,170,97,430,16,5,2,0.294604,0.305745,0.3153653,0
828,би,2387,252,71,279,20,1075,15,2,0,0.15318798,-0.007257431,-0.03130061,1
829,сырға,59,0,12,9,5,52,5,5,2,0.36364707,0.38586724,0.39555684,2
830,алтын,596,27,496,238,125,789,19,5,2,0.45381325,0.46659458,0.4154086,0
831,бірлік,2599,217,11,173,7,1002,9,6,2,0.3632099,0.42538324,0.35955286,3
832,өш,67,1,51,84,74,196,0,2,0,-0.01941786,-0.011799496,-0.056120783,3
833,өш,67,1,51,84,74,196,0,2,0,-0.01941786,-0.011799496,-0.056120783,3
834,қанат,366,6,156,145,127,423,10,5,2,0.25448617,0.27061042,0.2846753,1
835,аяулы,80,0,8,22,23,104,0,5,2,0.34305343,0.39662933,0.32982743,2
836,ақырын,124,6,1,23,49,107,1,6,2,0.3217993,0.30994013,0.29510698,1
837,баяу,101,9,28,9,10,121,5,4,0,0.31496218,0.32318488,0.32422072,2
838,ілгері,5,0,7,9,0,9,0,6,2,0.2731272,0.28127423,0.36479795,4
839,қабырға,491,5,169,70,25,288,13,7,2,0.29284382,0.2797067,0.28257495,1
840,қадір-қасиет,21,30,0,26,1,0,0,12,4,0.42577958,0.49869323,0.46713832,3
841,керемет,214,0,224,89,442,255,8,7,2,0.48082924,0.482828,0.42968974,1
842,тиімді,443,12,3,115,12,986,15,6,2,0.4401809,0.4790408,0.45330322,4
843,тұңғыш,464,1,26,145,15,375,2,6,2,0.40433925,0.39660555,0.34951916,1
844,ықтимал,17,1,7,19,3,114,0,7,2,0.252531,0.28442442,0.25835624,3
845,мұртты,0,0,2,6,0,0,0,6,2,0.26910734,0.28876463,0.27303603,2
846,көпжылдық,11,1,0,0,0,6,1,9,3,0.29270333,0.33229527,0.28061557,2
847,құнды,156,29,3,48,5,251,0,5,2,0.4187401,0.49844694,0.41360965,1
848,келесі,474,156,127,21,0,66,21,6,2,0.47763237,0.44966188,0.3604342,0
849,терең,819,23,81,158,30,781,5,5,2,0.40900773,0.46593246,0.49369356,3
850,лас,19,0,45,6,31,0,1,3,0,0.3295547,0.3452501,0.30909687,2
851,мейірімсіз,8,1,6,3,3,0,1,10,3,0.40703857,0.46478888,0.4154879,3
852,демалыс,704,301,24,41,16,263,19,7,2,0.36718816,0.37339145,0.27523303,1
853,оңай,370,3,66,109,88,417,20,4,0,0.37748235,0.3726504,0.3380627,1
854,кешкі,14,3,95,30,31,110,2,5,2,0.31361082,0.2804995,0.23976564,1
855,ұзақ,594,44,171,141,99,814,20,4,0,0.4270237,0.440057,0.38535866,1
856,ұзақ,594,44,171,141,99,814,0,4,0,0.4270237,0.440057,0.38535866,1
857,пайымдау,26,0,0,0,0,1,0,8,3,0.26802245,0.29913172,0.2839516,1
858,пайымдау,26,0,0,0,0,1,0,8,3,0.26802245,0.29913172,0.2839516,1
859,өнер,1752,29,106,486,67,1861,21,4,0,0.46067527,0.5071196,0.44547662,0
860,бөлім,680,537,33,210,81,1275,3,5,2,0.3081299,0.31963113,0.24322829,0
861,бөлік,1516,447,21,136,31,905,14,5,2,0.28887337,0.2948452,0.2755075,1
862,бөлшек,484,16,10,21,13,290,4,6,2,0.309476,0.31582016,0.23368953,1
863,бөлімше,61,327,1,50,13,222,0,7,2,0.24729756,0.27466655,0.21687892,3
864,зергер,128,0,3,8,1,35,5,6,2,0.35173148,0.35870475,0.31093776,1
865,шебер,382,20,36,77,60,368,11,5,2,0.3471653,0.36357152,0.3279078,0
866,шебер,382,20,36,77,60,368,0,5,2,0.3471653,0.36357152,0.3279078,0
867,қолөнер,179,0,2,14,0,103,3,7,2,0.35887405,0.39177707,0.3143293,1
868,сандық,239,19,101,13,20,200,0,6,2,0.26538166,0.23930772,0.18896899,2
869,сандық,239,19,101,13,20,200,0,6,2,0.26538166,0.23930772,0.18896899,2
870,сулы,106,0,4,2,1,13,1,4,0,0.33329862,0.39478478,0.35740364,2
871,мүйізтұмсық,28,0,1,1,0,2,1,11,4,0.30390775,0.32437694,0.360032,2
872,пингвин,4,0,0,0,0,0,0,7,2,0.23009205,0.20246218,0.17338468,2
873,піл,160,0,26,8,6,12,0,3,0,0.29640326,0.23805325,0.16773622,1
874,қолтырауын,28,0,1,0,0,84,0,10,3,0.3837311,0.3802572,0.33635697,1
875,аллигатор,0,0,1,0,0,3,0,9,3,0.18643232,0.19667454,0.13077193,2
876,арыстан,151,0,108,21,14,75,1,7,2,0.32297942,0.30483547,0.2922546,1
877,қабылан,24,0,10,0,10,18,0,7,2,0.33692542,0.32955146,0.31815243,3
878,гепард,4,0,0,0,0,0,0,6,2,0.36712635,0.37784287,0.32308283,2
879,бөкен,22,0,0,15,0,12,0,5,2,0.31975153,0.3327587,0.3303577,3
880,аударыспақ,1,0,2,3,0,11,2,10,3,0.3252146,0.34020615,0.30488315,3
881,өтініш,119,1308,17,44,35,539,1,6,2,0.34074503,0.35953355,0.25939843,1
882,тілек,407,7,44,56,64,364,4,5,2,0.36580387,0.40557596,0.32244918,2
883,жиын,165,9,64,133,21,886,3,4,0,0.29843304,0.31424344,0.27194753,1
884,шоғыр,19,2,3,28,0,13,1,5,2,0.29542938,0.34452417,0.32749,3
885,қырғауыл,47,0,21,4,1,25,2,8,3,0.36070257,0.34963188,0.31455556,3
886,жыртқыш,126,0,8,17,3,39,2,7,2,0.33094507,0.3730984,0.2865557,2
887,континент,34,2,0,1,3,9,1,9,3,0.24297667,0.24427617,0.27518973,2
888,ұштағыш,47,0,1,0,0,0,0,7,2,0.3355698,0.41310146,0.40709144,1
889,түс,2006,430,1336,762,694,5192,8,3,0,0.38601634,0.39366856,0.3341662,1
890,түс,2006,430,1336,762,694,5192,0,3,0,0.38601634,0.39366856,0.3341662,1
891,қайталау,234,4,7,36,0,0,6,8,3,0.33081415,0.3097925,0.28359526,0
892,қайталау,234,4,7,36,0,0,0,8,3,0.33081415,0.3097925,0.28359526,0
893,қи,64,0,23,32,24,153,0,2,0,0.031415727,-0.0010072303,-0.02931611,2
894,сұрақ,3124,46,94,243,66,1154,16,5,2,0.40902022,0.40824082,0.32709634,2
895,күнде,313,11,188,127,102,351,0,5,2,0.4914143,0.42401877,0.35674393,0
896,аула,272,2,124,56,23,241,6,4,0,0.2768636,0.27206746,0.27271587,1
897,көше,695,152,267,175,72,2604,21,4,0,0.36357516,0.34645775,0.30304503,0
898,тар,135,3,27,29,24,223,2,3,0,0.39556935,0.42829007,0.4511524,2
899,саусақ,231,1,161,62,46,212,2,6,2,0.32241234,0.27732462,0.26587403,0
900,оң,429,77,56,70,57,646,4,2,0,0.14264011,-0.010058683,-0.061984424,0
901,түрлі,1508,81,198,337,109,1763,63,5,2,0.5709209,0.558454,0.5103153,1
902,мұрын,127,0,96,56,28,221,0,5,2,0.3558059,0.30195594,0.34608135,0
903,құлақ,553,0,425,259,185,1010,6,5,2,0.35757816,0.3296034,0.35904425,0
904,ауыз,979,17,509,337,241,1651,5,4,0,0.4422952,0.43633312,0.4383182,0
905,тәтті,81,2,49,61,58,118,2,5,2,0.43914077,0.45974767,0.40022114,0
906,салқын,147,0,50,21,37,97,5,6,2,0.36187065,0.39341748,0.38115963,0
907,ертегі,1049,0,185,75,46,194,3,6,2,0.38646412,0.38761184,0.317317,1
908,сайын,558,191,235,242,115,964,0,5,2,0.46632004,0.4003035,0.3743517,3
909,сайын,558,191,235,242,115,964,0,5,2,0.46632004,0.4003035,0.3743517,3
910,сараң,41,0,20,9,2,18,0,5,2,0.33103117,0.38296008,0.36963922,2
911,тапқыр,64,0,5,17,3,54,0,6,2,0.3427388,0.36118457,0.29585716,1
912,наурыз,766,105,76,207,24,403,26,6,2,0.30639157,0.2585872,0.20938462,0
913,айран,93,0,22,22,5,40,0,5,2,0.35152447,0.3844146,0.33538136,0
914,ай,743,373,235,523,615,1025,66,2,0,0.21592444,0.00072969194,-0.052399438,0
915,ай,743,373,235,523,615,1025,0,2,0,0.21592444,0.00072969194,-0.052399438,0
916,ай,743,373,235,523,615,1025,0,2,0,0.21592444,0.00072969194,-0.052399438,0
917,кереует,48,2,107,3,4,27,0,7,2,0.3364823,0.3210858,0.26957074,2
